Wilayah,Propinsi,UN SMP,UN SMA IPA,UN SMA IPS,Tahun
Prov. D.K.I. Jakarta,D.K.I. Jakarta,73.96,72.99,66.05,2015
Kab. Kepulauan Seribu,D.K.I. Jakarta,62.8,0.0,0.0,2015
Kota Jakarta Pusat,D.K.I. Jakarta,74.02,72.82,63.99,2015
Kota Jakarta Utara,D.K.I. Jakarta,71.22,69.54,63.31,2015
Kota Jakarta Barat,D.K.I. Jakarta,71.86,71.79,63.71,2015
Kota Jakarta Selatan,D.K.I. Jakarta,75.98,74.59,69.28,2015
Kota Jakarta Timur,D.K.I. Jakarta,75.2,73.71,67.2,2015
Prov. Jawa Barat,Jawa Barat,58.08,63.56,57.27,2015
Kab. Bogor,Jawa Barat,57.49,61.64,55.81,2015
Kab. Sukabumi,Jawa Barat,56.94,62.22,58.76,2015
Kab. Cianjur,Jawa Barat,63.83,58.23,51.27,2015
Kab. Bandung,Jawa Barat,57.86,60.66,55.91,2015
Kab. Sumedang,Jawa Barat,51.37,61.44,54.36,2015
Kab. Garut,Jawa Barat,56.17,65.04,59.73,2015
Kab. Tasikmalaya,Jawa Barat,57.7,65.63,58.11,2015
Kab. Ciamis,Jawa Barat,60.19,63.86,55.82,2015
Kab. Kuningan,Jawa Barat,57.14,57.59,54.62,2015
Kab. Majalengka,Jawa Barat,57.11,61.46,59.94,2015
Kab. Cirebon,Jawa Barat,55.64,59.45,55.69,2015
Kab. Indramayu,Jawa Barat,54.72,50.38,48.95,2015
Kab. Subang,Jawa Barat,49.5,59.06,52.13,2015
Kab. Purwakarta,Jawa Barat,55.1,61.08,50.39,2015
Kab. Karawang,Jawa Barat,59.14,45.16,44.0,2015
Kab. Bekasi,Jawa Barat,56.22,65.82,60.24,2015
Kab. Bandung Barat,Jawa Barat,57.67,59.52,56.14,2015
Kab. Pangandaran,Jawa Barat,55.33,53.17,49.09,2015
Kota Bandung,Jawa Barat,61.77,72.02,63.37,2015
Kota Bogor,Jawa Barat,64.57,73.15,65.67,2015
Kota Sukabumi,Jawa Barat,60.86,68.81,56.67,2015
Kota Cirebon,Jawa Barat,62.57,68.05,57.94,2015
Kota Bekasi,Jawa Barat,61.77,72.47,65.41,2015
Kota Depok,Jawa Barat,60.42,66.42,57.9,2015
Kota Cimahi,Jawa Barat,62.17,71.49,60.17,2015
Kota Tasikmalaya,Jawa Barat,64.81,73.46,65.36,2015
Kota Banjar,Jawa Barat,56.51,65.78,59.51,2015
Prov. Jawa Tengah,Jawa Tengah,56.87,60.53,57.59,2015
Kab. Cilacap,Jawa Tengah,57.54,56.83,56.19,2015
Kab. Banyumas,Jawa Tengah,58.79,60.61,58.04,2015
Kab. Purbalingga,Jawa Tengah,58.69,60.03,56.44,2015
Kab. Banjarnegara,Jawa Tengah,55.22,59.38,55.24,2015
Kab. Kebumen,Jawa Tengah,60.92,59.03,56.82,2015
Kab. Purworejo,Jawa Tengah,61.7,62.05,59.05,2015
Kab. Wonosobo,Jawa Tengah,59.23,57.65,57.18,2015
Kab. Magelang,Jawa Tengah,61.75,60.07,57.2,2015
Kab. Boyolali,Jawa Tengah,56.23,56.02,54.43,2015
Kab. Klaten,Jawa Tengah,58.39,62.5,59.54,2015
Kab. Sukoharjo,Jawa Tengah,59.5,61.04,62.55,2015
Kab. Wonogiri,Jawa Tengah,59.78,61.12,57.51,2015
Kab. Karanganyar,Jawa Tengah,58.83,58.74,56.32,2015
Kab. Sragen,Jawa Tengah,54.8,54.46,50.39,2015
Kab. Grobogan,Jawa Tengah,51.5,57.38,53.15,2015
Kab. Blora,Jawa Tengah,53.42,52.83,51.9,2015
Kab. Rembang,Jawa Tengah,56.93,57.64,52.87,2015
Kab. Pati,Jawa Tengah,60.42,60.23,56.2,2015
Kab. Kudus,Jawa Tengah,59.44,64.11,60.01,2015
Kab. Jepara,Jawa Tengah,54.65,61.15,57.71,2015
Kab. Demak,Jawa Tengah,50.47,62.87,58.87,2015
Kab. Semarang,Jawa Tengah,58.34,58.4,58.67,2015
Kab. Temanggung,Jawa Tengah,60.34,58.46,59.76,2015
Kab. Kendal,Jawa Tengah,52.96,59.49,57.59,2015
Kab. Batang,Jawa Tengah,53.79,60.85,59.65,2015
Kab. Pekalongan,Jawa Tengah,55.79,60.27,59.32,2015
Kab. Pemalang,Jawa Tengah,51.31,57.71,55.58,2015
Kab. Tegal,Jawa Tengah,51.99,60.26,58.91,2015
Kab. Brebes,Jawa Tengah,49.43,54.14,52.8,2015
Kota Magelang,Jawa Tengah,70.23,66.35,63.31,2015
Kota Surakarta,Jawa Tengah,65.74,68.26,61.85,2015
Kota Salatiga,Jawa Tengah,67.99,65.3,66.64,2015
Kota Semarang,Jawa Tengah,62.03,66.28,60.61,2015
Kota Pekalongan,Jawa Tengah,59.26,68.3,63.15,2015
Kota Tegal,Jawa Tengah,57.67,62.48,63.21,2015
Prov. D.I. Yogyakarta,D.I. Yogyakarta,66.2,63.61,58.01,2015
Kab. Bantul,D.I. Yogyakarta,66.42,62.79,58.53,2015
Kab. Sleman,D.I. Yogyakarta,67.48,61.03,58.24,2015
Kab. Gunung Kidul,D.I. Yogyakarta,59.47,59.06,55.39,2015
Kab. Kulon Progo,D.I. Yogyakarta,65.21,59.61,55.78,2015
Kota Yogyakarta,D.I. Yogyakarta,72.48,67.42,59.58,2015
Prov. Jawa Timur,Jawa Timur,67.0,69.37,62.95,2015
Kab. Gresik,Jawa Timur,73.2,71.91,67.26,2015
Kab. Sidoarjo,Jawa Timur,71.16,73.77,66.48,2015
Kab. Mojokerto,Jawa Timur,65.98,70.79,61.89,2015
Kab. Jombang,Jawa Timur,67.4,66.41,60.19,2015
Kab. Bojonegoro,Jawa Timur,67.73,68.69,63.69,2015
Kab. Tuban,Jawa Timur,59.9,69.28,61.32,2015
Kab. Lamongan,Jawa Timur,73.23,66.78,61.16,2015
Kab. Madiun,Jawa Timur,61.97,70.8,67.58,2015
Kab. Ngawi,Jawa Timur,54.98,63.97,60.31,2015
Kab. Magetan,Jawa Timur,58.54,73.73,61.51,2015
Kab. Ponorogo,Jawa Timur,66.47,69.64,62.19,2015
Kab. Pacitan,Jawa Timur,59.93,69.41,58.85,2015
Kab. Kediri,Jawa Timur,63.29,62.89,59.33,2015
Kab. Nganjuk,Jawa Timur,59.7,66.89,59.33,2015
Kab. Blitar,Jawa Timur,66.22,68.04,65.24,2015
Kab. Tulungagung,Jawa Timur,72.1,73.99,66.59,2015
Kab. Trenggalek,Jawa Timur,56.58,69.16,58.6,2015
Kab. Malang,Jawa Timur,57.33,60.61,57.06,2015
Kab. Pasuruan,Jawa Timur,71.67,65.52,58.83,2015
Kab. Probolinggo,Jawa Timur,64.38,71.52,65.95,2015
Kab. Lumajang,Jawa Timur,71.67,71.93,66.43,2015
Kab. Bondowoso,Jawa Timur,68.27,72.35,61.3,2015
Kab. Situbondo,Jawa Timur,64.69,70.33,63.93,2015
Kab. Jember,Jawa Timur,61.42,70.56,62.26,2015
Kab. Banyuwangi,Jawa Timur,67.17,73.54,65.46,2015
Kab. Pamekasan,Jawa Timur,78.91,73.27,67.59,2015
Kab. Sampang,Jawa Timur,65.85,71.76,63.83,2015
Kab. Sumenep,Jawa Timur,76.69,72.33,66.44,2015
Kab. Bangkalan,Jawa Timur,74.73,72.16,64.52,2015
Kota Surabaya,Jawa Timur,71.36,65.78,57.59,2015
Kota Malang,Jawa Timur,64.91,67.93,60.16,2015
Kota Madiun,Jawa Timur,72.54,72.1,67.34,2015
Kota Kediri,Jawa Timur,71.25,70.82,66.52,2015
Kota Mojokerto,Jawa Timur,66.02,70.9,64.39,2015
Kota Blitar,Jawa Timur,76.79,70.03,67.0,2015
Kota Pasuruan,Jawa Timur,74.09,74.58,67.58,2015
Kota Probolinggo,Jawa Timur,79.67,73.35,67.22,2015
Kota Batu,Jawa Timur,59.67,60.35,59.34,2015
Prov. Aceh,Aceh,64.74,69.13,60.82,2015
Kab. Aceh Besar,Aceh,62.9,69.92,58.21,2015
Kab. Pidie,Aceh,66.4,73.83,66.42,2015
Kab. Aceh Utara,Aceh,59.37,63.98,53.54,2015
Kab. Aceh Timur,Aceh,67.3,65.47,58.32,2015
Kab. Aceh Tengah,Aceh,73.57,75.61,73.91,2015
Kab. Aceh Barat,Aceh,52.97,63.42,55.14,2015
Kab. Aceh Selatan,Aceh,61.25,67.89,61.79,2015
Kab. Aceh Tenggara,Aceh,64.8,75.02,72.68,2015
Kab. Simeulue,Aceh,55.13,71.32,68.33,2015
Kab. Bireuen,Aceh,55.17,62.03,47.25,2015
Kab. Aceh Singkil,Aceh,62.1,66.87,59.44,2015
Kab. Aceh Tamiang,Aceh,69.65,71.13,63.7,2015
Kab. Nagan Raya,Aceh,65.34,66.52,63.35,2015
Kab. Aceh Jaya,Aceh,71.44,66.55,54.46,2015
Kab. Aceh Barat Daya,Aceh,42.56,52.42,35.18,2015
Kab. Gayo Lues,Aceh,70.2,74.74,72.81,2015
Kab. Bener Meriah,Aceh,66.89,74.81,72.17,2015
Kab. Pidie Jaya,Aceh,65.93,75.71,67.76,2015
Kota Sabang,Aceh,72.89,67.75,57.26,2015
Kota Banda Aceh,Aceh,76.24,77.85,67.7,2015
Kota Lhokseumawe,Aceh,80.3,67.81,55.69,2015
Kota Langsa,Aceh,76.73,72.31,60.88,2015
Kota Subulussalam,Aceh,71.02,71.12,69.64,2015
Prov. Sumatera Utara,Sumatera Utara,71.02,76.12,68.24,2015
Kab. Deli Serdang,Sumatera Utara,74.32,80.68,73.27,2015
Kab. Langkat,Sumatera Utara,80.1,77.95,72.07,2015
Kab. Karo,Sumatera Utara,70.12,77.61,65.73,2015
Kab. Simalungun,Sumatera Utara,85.07,84.66,78.32,2015
Kab. Dairi,Sumatera Utara,54.07,70.36,60.27,2015
Kab. Asahan,Sumatera Utara,74.36,75.04,69.53,2015
Kab. Labuhanbatu,Sumatera Utara,82.22,76.43,73.03,2015
Kab. Tapanuli Utara,Sumatera Utara,48.21,75.2,69.67,2015
Kab. Tapanuli Tengah,Sumatera Utara,69.94,69.45,63.45,2015
Kab. Tapanuli Selatan,Sumatera Utara,74.02,48.97,47.4,2015
Kab. Nias,Sumatera Utara,58.62,38.56,35.66,2015
Kab. Mandailing Natal,Sumatera Utara,54.82,48.7,48.41,2015
Kab. Toba Samosir,Sumatera Utara,65.8,77.13,70.24,2015
Kab. Nias Selatan,Sumatera Utara,66.65,56.38,54.34,2015
Kab. Pakpak Bharat,Sumatera Utara,81.45,84.59,76.21,2015
Kab. Humbang Hasundutan,Sumatera Utara,47.24,64.15,58.77,2015
Kab. Samosir,Sumatera Utara,50.99,79.33,73.5,2015
Kab. Serdang Bedagai,Sumatera Utara,45.48,83.79,78.27,2015
Kab. Batu Bara,Sumatera Utara,45.7,66.96,54.26,2015
Kab. Padang Lawas utara,Sumatera Utara,81.54,47.91,46.68,2015
Kab. Padang Lawas,Sumatera Utara,76.52,68.53,64.28,2015
Kab. Labuhanbatu Utara,Sumatera Utara,71.7,67.56,64.48,2015
Kab. Labuhanbatu Selatan,Sumatera Utara,76.23,70.64,59.65,2015
Kab. Nias Barat,Sumatera Utara,66.66,58.04,56.16,2015
Kab. Nias Utara,Sumatera Utara,62.94,67.05,66.09,2015
Kota Medan,Sumatera Utara,80.16,84.02,77.04,2015
Kota Binjai,Sumatera Utara,69.57,80.41,74.88,2015
Kota Tebing Tinggi,Sumatera Utara,75.94,74.54,69.54,2015
Kota Pematangsiantar,Sumatera Utara,80.88,84.62,77.67,2015
Kota Tanjungbalai,Sumatera Utara,57.02,75.07,59.86,2015
Kota Sibolga,Sumatera Utara,53.2,69.66,49.37,2015
Kota Padang Sidempuan,Sumatera Utara,79.65,77.21,67.45,2015
Kota Gunungsitoli,Sumatera Utara,64.02,78.68,70.24,2015
Prov. Sumatera Barat,Sumatera Barat,62.05,67.15,58.61,2015
Kab. Agam,Sumatera Barat,54.74,65.58,57.57,2015
Kab. Pasaman,Sumatera Barat,50.56,66.71,53.83,2015
Kab. Limapuluh Kota,Sumatera Barat,55.24,67.6,59.68,2015
Kab. Solok,Sumatera Barat,51.19,62.16,53.49,2015
Kab. Padang Pariaman,Sumatera Barat,77.59,64.61,55.18,2015
Kab. Pesisir Selatan,Sumatera Barat,71.48,74.98,72.25,2015
Kab. Tanah Datar,Sumatera Barat,57.6,64.36,58.33,2015
Kab. Sijunjung,Sumatera Barat,52.2,62.18,55.92,2015
Kab. Kepulauan Mentawai,Sumatera Barat,56.34,43.36,46.59,2015
Kab. Solok Selatan,Sumatera Barat,50.89,67.6,58.06,2015
Kab. Dharmasraya,Sumatera Barat,52.36,62.16,55.97,2015
Kab. Pasaman Barat,Sumatera Barat,49.54,58.89,48.01,2015
Kota Bukittinggi,Sumatera Barat,67.17,73.03,64.77,2015
Kota Padang,Sumatera Barat,75.61,69.13,60.58,2015
Kota Padang Panjang,Sumatera Barat,63.7,69.05,60.74,2015
Kota Sawahlunto,Sumatera Barat,58.98,70.2,59.31,2015
Kota Solok,Sumatera Barat,55.35,68.02,59.9,2015
Kota Payakumbuh,Sumatera Barat,59.79,69.32,61.21,2015
Kota Pariaman,Sumatera Barat,75.38,66.5,59.7,2015
Prov. Riau,Riau,66.53,70.88,59.02,2015
Kab. Kampar,Riau,69.4,69.16,59.44,2015
Kab. Bengkalis,Riau,67.25,70.07,54.58,2015
Kab. Indragiri Hulu,Riau,59.55,72.11,54.71,2015
Kab. Indragiri Hilir,Riau,67.33,69.92,60.14,2015
Kab. Pelalawan,Riau,67.56,70.49,53.87,2015
Kab. Rokan Hulu,Riau,70.89,70.39,61.98,2015
Kab. Rokan Hilir,Riau,56.67,63.07,55.07,2015
Kab. Siak,Riau,65.26,69.44,60.2,2015
Kab. Kuantan Singingi,Riau,59.99,71.86,56.11,2015
Kab. Kepulauan Meranti,Riau,64.0,70.97,70.69,2015
Kota Pekanbaru,Riau,75.68,77.47,64.95,2015
Kota Dumai,Riau,59.96,71.9,55.87,2015
Prov. Jambi,Jambi,60.78,59.62,54.15,2015
Kab. Batanghari,Jambi,64.0,62.94,57.92,2015
Kab. Bungo,Jambi,52.88,70.66,64.72,2015
Kab. Sarolangun,Jambi,47.38,51.23,47.78,2015
Kab. Tanjung Jabung Barat,Jambi,60.15,58.06,50.44,2015
Kab. Kerinci,Jambi,48.51,39.93,37.64,2015
Kab. Tebo,Jambi,59.8,55.18,51.85,2015
Kab. Muaro Jambi,Jambi,63.32,64.18,62.65,2015
Kab. Tanjung Jabung Timur,Jambi,58.1,53.22,47.99,2015
Kab. Merangin,Jambi,50.41,50.42,44.08,2015
Kota Jambi,Jambi,78.38,66.17,60.48,2015
Kota Sungai Penuh,Jambi,64.95,60.2,57.47,2015
Prov. Sumatera Selatan,Sumatera Selatan,64.6,69.16,62.55,2015
Kab. Musi Banyuasin,Sumatera Selatan,60.96,56.32,50.02,2015
Kab. Ogan Komering Ilir,Sumatera Selatan,73.71,70.01,62.85,2015
Kab. Ogan Komering Ulu,Sumatera Selatan,65.64,59.25,52.94,2015
Kab. Muara Enim,Sumatera Selatan,67.91,68.26,62.07,2015
Kab. Lahat,Sumatera Selatan,72.97,67.54,60.67,2015
Kab. Musi Rawas,Sumatera Selatan,61.34,73.78,68.05,2015
Kab. Banyuasin,Sumatera Selatan,67.72,65.65,61.88,2015
Kab. Ogan Komering Ulu Timur,Sumatera Selatan,51.24,59.21,49.42,2015
Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,62.69,63.26,61.45,2015
Kab. Ogan Ilir,Sumatera Selatan,69.41,70.48,68.08,2015
Kab. Empat Lawang,Sumatera Selatan,52.31,43.5,40.33,2015
Kab. Penukal Abab Lematang Ilir,Sumatera Selatan,70.79,67.33,61.11,2015
Kab. Musi Rawas Utara,Sumatera Selatan,73.67,76.36,74.4,2015
Kota Palembang,Sumatera Selatan,61.2,77.8,71.08,2015
Kota Prabumulih,Sumatera Selatan,76.59,72.41,71.24,2015
Kota Lubuklinggau,Sumatera Selatan,68.35,75.06,71.96,2015
Kota Pagar Alam,Sumatera Selatan,61.32,69.3,64.3,2015
Prov. Lampung,Lampung,55.54,57.82,53.25,2015
Kab. Lampung Selatan,Lampung,49.29,57.94,51.47,2015
Kab. Lampung Tengah,Lampung,56.18,60.58,55.91,2015
Kab. Lampung Utara,Lampung,50.89,55.8,50.24,2015
Kab. Lampung Barat,Lampung,66.05,62.45,62.74,2015
Kab. Tulang Bawang,Lampung,51.23,61.77,61.53,2015
Kab. Tanggamus,Lampung,50.8,58.19,57.68,2015
Kab. Lampung Timur,Lampung,49.77,47.79,47.15,2015
Kab. Way Kanan,Lampung,65.21,50.02,50.6,2015
Kab. Pesawaran,Lampung,50.28,51.25,43.81,2015
Kab. Pringsewu,Lampung,64.95,58.16,53.79,2015
Kab. Mesuji,Lampung,50.01,49.12,46.4,2015
Kab. Tulang Bawang Barat,Lampung,49.3,55.41,50.13,2015
Kab. Pesisir Barat,Lampung,47.65,37.43,35.66,2015
Kota Bandar Lampung,Lampung,66.98,65.14,59.59,2015
Kota Metro,Lampung,63.29,61.29,55.26,2015
Prov. Kalimantan Barat,Kalimantan Barat,57.06,60.73,59.42,2015
Kab. Sambas,Kalimantan Barat,51.88,63.88,62.09,2015
Kab. Mempawah,Kalimantan Barat,55.65,62.97,64.59,2015
Kab. Sanggau,Kalimantan Barat,64.67,67.75,66.39,2015
Kab. Sintang,Kalimantan Barat,61.02,47.11,49.14,2015
Kab. Kapuas Hulu,Kalimantan Barat,58.52,50.45,48.71,2015
Kab. Ketapang,Kalimantan Barat,52.98,55.81,57.61,2015
Kab. Bengkayang,Kalimantan Barat,53.24,60.52,56.7,2015
Kab. Landak,Kalimantan Barat,41.5,64.49,62.79,2015
Kab. Sekadau,Kalimantan Barat,65.68,67.87,65.66,2015
Kab. Melawi,Kalimantan Barat,50.6,45.57,45.03,2015
Kab. Kayong Utara,Kalimantan Barat,48.25,56.03,51.81,2015
Kab. Kubu Raya,Kalimantan Barat,59.5,63.24,59.16,2015
Kota Pontianak,Kalimantan Barat,66.19,65.61,63.58,2015
Kota Singkawang,Kalimantan Barat,55.9,62.95,60.47,2015
Prov. Kalimantan Tengah,Kalimantan Tengah,60.52,52.41,50.73,2015
Kab. Kapuas,Kalimantan Tengah,62.58,56.66,53.13,2015
Kab. Barito Selatan,Kalimantan Tengah,67.18,63.27,58.64,2015
Kab. Barito Utara,Kalimantan Tengah,66.57,55.89,52.7,2015
Kab. Kotawaringin Timur,Kalimantan Tengah,59.08,57.49,52.65,2015
Kab. Kotawaringin Barat,Kalimantan Tengah,57.25,50.33,49.07,2015
Kab. Katingan,Kalimantan Tengah,58.55,47.21,48.59,2015
Kab. Seruyan,Kalimantan Tengah,51.54,41.51,43.02,2015
Kab. Sukamara,Kalimantan Tengah,70.02,58.61,63.83,2015
Kab. Lamandau,Kalimantan Tengah,65.55,55.23,56.45,2015
Kab. Gunung Mas,Kalimantan Tengah,64.11,56.69,51.69,2015
Kab. Pulang Pisau,Kalimantan Tengah,68.46,46.97,47.25,2015
Kab. Murung Raya,Kalimantan Tengah,58.08,57.72,53.44,2015
Kab. Barito Timur,Kalimantan Tengah,56.24,47.79,47.15,2015
Kota Palangka Raya,Kalimantan Tengah,56.42,45.66,43.45,2015
Prov. Kalimantan Selatan,Kalimantan Selatan,64.65,65.83,56.33,2015
Kab. Banjar,Kalimantan Selatan,64.02,59.55,50.81,2015
Kab. Tanah Laut,Kalimantan Selatan,53.98,59.64,54.77,2015
Kab. Barito Kuala,Kalimantan Selatan,64.4,59.66,53.56,2015
Kab. Tapin,Kalimantan Selatan,70.24,62.1,57.17,2015
Kab. Hulu Sungai Selatan,Kalimantan Selatan,56.89,70.53,57.58,2015
Kab. Hulu Sungai Tengah,Kalimantan Selatan,65.61,70.69,62.08,2015
Kab. Hulu Sungai Utara,Kalimantan Selatan,69.77,72.61,58.02,2015
Kab. Tabalong,Kalimantan Selatan,70.43,66.63,57.89,2015
Kab. Kotabaru,Kalimantan Selatan,67.0,67.89,60.89,2015
Kab. Balangan,Kalimantan Selatan,49.21,43.42,40.76,2015
Kab. Tanah Bumbu,Kalimantan Selatan,56.77,60.96,53.96,2015
Kota Banjarmasin,Kalimantan Selatan,71.0,70.78,58.72,2015
Kota Banjarbaru,Kalimantan Selatan,64.91,72.45,56.75,2015
Prov. Kalimantan Timur,Kalimantan Timur,56.28,58.32,54.34,2015
Kab. Paser,Kalimantan Timur,52.6,45.37,44.57,2015
Kab. Kutai Kartanegara,Kalimantan Timur,55.74,62.27,61.03,2015
Kab. Berau,Kalimantan Timur,55.31,54.82,55.56,2015
Kab. Kutai Barat,Kalimantan Timur,67.48,67.03,66.3,2015
Kab. Kutai Timur,Kalimantan Timur,56.74,59.85,60.24,2015
Kab. Penajam Paser Utara,Kalimantan Timur,55.41,50.36,47.05,2015
Kab. Mahakam Ulu,Kalimantan Timur,67.03,47.02,49.76,2015
Kota Samarinda,Kalimantan Timur,53.35,56.42,48.21,2015
Kota Balikpapan,Kalimantan Timur,57.87,61.3,51.25,2015
Kota Bontang,Kalimantan Timur,60.3,58.71,56.28,2015
Prov. Sulawesi Utara,Sulawesi Utara,68.1,67.55,58.01,2015
Kab. Bolaang Mongondow,Sulawesi Utara,74.45,67.4,62.54,2015
Kab. Minahasa,Sulawesi Utara,73.09,67.07,60.54,2015
Kab. Kepulauan Sangihe,Sulawesi Utara,76.77,68.34,65.32,2015
Kab. Kepulauan Talaud,Sulawesi Utara,67.6,61.54,60.6,2015
Kab. Minahasa Selatan,Sulawesi Utara,74.12,60.43,49.11,2015
Kab. Minahasa Utara,Sulawesi Utara,73.83,69.17,54.96,2015
Kab. Bolaang Mongondow Utara,Sulawesi Utara,67.48,57.2,58.66,2015
"Kab. Kepulauan Siau, Tagulandang, Biaro",Sulawesi Utara,69.26,67.93,64.43,2015
Kab. Minahasa Tenggara,Sulawesi Utara,72.05,54.09,50.9,2015
Kab. Bolaang Mongondow Timur,Sulawesi Utara,72.37,57.69,55.24,2015
Kab. Bolaang Mongondow Selatan,Sulawesi Utara,70.33,50.4,55.31,2015
Kota Manado,Sulawesi Utara,58.99,73.6,59.08,2015
Kota Bitung,Sulawesi Utara,47.94,62.99,46.57,2015
Kota Tomohon,Sulawesi Utara,74.79,70.77,63.73,2015
Kota Kotamobagu,Sulawesi Utara,71.82,71.91,63.64,2015
Prov. Sulawesi Tengah,Sulawesi Tengah,59.15,49.98,45.89,2015
Kab. Banggai Kepulauan,Sulawesi Tengah,67.05,56.08,56.17,2015
Kab. Donggala,Sulawesi Tengah,64.61,46.0,44.57,2015
Kab. Poso,Sulawesi Tengah,57.66,50.51,48.05,2015
Kab. Banggai,Sulawesi Tengah,59.03,56.43,53.37,2015
Kab. Buol,Sulawesi Tengah,51.42,40.62,37.47,2015
Kab. Tolitoli,Sulawesi Tengah,53.33,46.41,41.92,2015
Kab. Morowali,Sulawesi Tengah,58.46,50.97,51.29,2015
Kab. Parigi Moutong,Sulawesi Tengah,53.04,49.05,47.48,2015
Kab. Tojo Una Una,Sulawesi Tengah,52.79,44.9,39.3,2015
Kab. Sigi,Sulawesi Tengah,58.96,38.7,36.81,2015
Kab. Banggai Laut,Sulawesi Tengah,67.12,69.31,59.65,2015
Kab. Morowali Utara,Sulawesi Tengah,56.18,47.79,44.72,2015
Kota Palu,Sulawesi Tengah,68.77,52.28,43.28,2015
Prov. Sulawesi Selatan,Sulawesi Selatan,67.1,70.38,60.51,2015
Kab. Maros,Sulawesi Selatan,69.58,71.81,61.1,2015
Kab. Pangkajene Kepulauan,Sulawesi Selatan,66.44,69.61,57.71,2015
Kab. Gowa,Sulawesi Selatan,61.13,69.8,61.44,2015
Kab. Takalar,Sulawesi Selatan,69.05,69.6,66.91,2015
Kab. Jeneponto,Sulawesi Selatan,69.69,72.27,67.72,2015
Kab. Barru,Sulawesi Selatan,64.37,74.46,59.29,2015
Kab. Bone,Sulawesi Selatan,79.12,72.94,66.02,2015
Kab. Wajo,Sulawesi Selatan,69.64,74.25,67.45,2015
Kab. Soppeng,Sulawesi Selatan,75.85,73.37,64.25,2015
Kab. Bantaeng,Sulawesi Selatan,63.99,69.11,56.5,2015
Kab. Bulukumba,Sulawesi Selatan,72.78,62.26,48.28,2015
Kab. Sinjai,Sulawesi Selatan,65.18,70.45,53.03,2015
Kab. Kepulauan Selayar,Sulawesi Selatan,68.83,59.92,49.29,2015
Kab. Pinrang,Sulawesi Selatan,68.47,69.77,55.46,2015
Kab. Sidenreng Rappang,Sulawesi Selatan,79.49,74.91,67.96,2015
Kab. Enrekang,Sulawesi Selatan,63.79,75.25,66.61,2015
Kab. Luwu,Sulawesi Selatan,59.71,65.09,54.79,2015
Kab. Tana Toraja,Sulawesi Selatan,53.73,66.98,54.85,2015
Kab. Luwu Utara,Sulawesi Selatan,62.08,70.87,58.58,2015
Kab. Luwu Timur,Sulawesi Selatan,60.28,64.49,55.85,2015
Kab. Toraja Utara,Sulawesi Selatan,61.34,72.05,60.8,2015
Kota Makassar,Sulawesi Selatan,68.79,71.32,62.51,2015
Kota Parepare,Sulawesi Selatan,50.26,72.29,60.55,2015
Kota Palopo,Sulawesi Selatan,62.71,72.45,63.27,2015
Prov. Sulawesi Tenggara,Sulawesi Tenggara,62.88,67.14,56.0,2015
Kab. Konawe,Sulawesi Tenggara,64.53,56.85,41.34,2015
Kab. Muna,Sulawesi Tenggara,68.93,70.34,64.0,2015
Kab. Buton,Sulawesi Tenggara,59.87,67.35,56.16,2015
Kab. Kolaka,Sulawesi Tenggara,62.64,57.07,47.82,2015
Kab. Konawe Selatan,Sulawesi Tenggara,70.64,68.14,61.49,2015
Kab. Wakatobi,Sulawesi Tenggara,62.18,63.69,53.97,2015
Kab. Bombana,Sulawesi Tenggara,63.01,65.12,54.3,2015
Kab. Kolaka Utara,Sulawesi Tenggara,68.81,57.08,46.85,2015
Kab. Konawe Utara,Sulawesi Tenggara,67.67,73.52,62.82,2015
Kab. Buton Utara,Sulawesi Tenggara,70.33,73.82,69.28,2015
Kab. Kolaka Timur,Sulawesi Tenggara,60.34,66.08,56.43,2015
Kab. Konawe Kepulauan,Sulawesi Tenggara,67.97,64.29,62.3,2015
Kab. Muna Barat,Sulawesi Tenggara,69.11,68.51,64.84,2015
Kab. Buton Selatan,Sulawesi Tenggara,60.8,65.52,55.05,2015
Kab. Buton Tengah,Sulawesi Tenggara,63.83,64.59,57.65,2015
Kota Kendari,Sulawesi Tenggara,49.88,76.65,60.29,2015
Kota Baubau,Sulawesi Tenggara,54.02,68.83,54.91,2015
Prov. Maluku,Maluku,66.17,55.87,51.12,2015
Kab. Maluku Tengah,Maluku,72.18,56.99,56.24,2015
Kab. Maluku Tenggara,Maluku,58.25,37.15,35.06,2015
Kab. Buru,Maluku,73.91,67.03,66.68,2015
Kab. Maluku Tenggara Barat,Maluku,50.29,31.24,31.68,2015
Kab. Seram Bagian Barat,Maluku,69.97,59.53,57.96,2015
Kab. Seram Bagian Timur,Maluku,73.99,65.91,60.02,2015
Kab. Kepulauan Aru,Maluku,51.47,32.34,31.35,2015
Kab. Maluku Barat Daya,Maluku,67.41,42.9,43.66,2015
Kab. Buru Selatan,Maluku,69.81,61.28,62.48,2015
Kota Ambon,Maluku,60.4,63.99,51.02,2015
Kota Tual,Maluku,68.83,37.42,35.64,2015
Prov. Bali,Bali,65.37,83.35,73.14,2015
Kab. Buleleng,Bali,55.81,80.25,64.99,2015
Kab. Jembrana,Bali,52.55,78.64,70.07,2015
Kab. Tabanan,Bali,59.77,83.75,74.48,2015
Kab. Badung,Bali,76.78,83.92,76.23,2015
Kab. Gianyar,Bali,64.18,81.9,72.75,2015
Kab. Klungkung,Bali,64.09,84.37,75.28,2015
